,company,index,company_size,company_year_founded,company_type,company_industry,company_revenue,company_review,company_interview_difficulty,company_benefits,company_location
3923,Viant,3923,501 to 1000 Employees,1999,Company - Private,Advertising & Marketing,Unknown / Non-Applicable,3.7, 2.6,4.1,"Irvine, CA"
3924,Code42,3924,501 to 1000 Employees,2001,Company - Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,3.6, 2.4,3.8,"Minneapolis, MN"
3925,Black Swan Data,3925,201 to 500 Employees,2011,Company - Private,IT Services,Unknown / Non-Applicable,, 2.5,0.0,"London, United Kingdom"
3926,Lattice Engines,3926,Unknown,2006,Company - Private,Enterprise Software & Network Solutions,$10 to $25 million (USD),3.7, 3.2,3.9,"San Mateo, CA"
3927,Commonwealth Bank of Australia,3927,10000+ Employees,1911,Company - Public,Banks & Credit Unions,$5 to $10 billion (USD),4.1, 3.0,4.6,"Sydney, Australia"
3928,Vivint Smart Home,3928,10000+ Employees,1998,Company - Public,Security Services,$1 to $2 billion (USD),3.5, 2.1,2.9,"Provo, UT"
3929,Army and Air Force Exchange,3929,10000+ Employees,1895,Government,"Department, Clothing, & Shoe Stores",$5 to $10 billion (USD),3.1, 2.0,3.4,"Dallas, TX"
3930,Telenor,3930,10000+ Employees,1855,Company - Public,Telecommunications Services,$10+ billion (USD),3.9, 2.9,0.0,"Fornebu, Norway"
3931,TrueAccord,3931,51 to 200 Employees,2013,Company - Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,3.4, 2.9,4.2,"San Francisco, CA"
3932,Knotch,3932,51 to 200 Employees,2013,Company - Private,Computer Hardware & Software,Unknown / Non-Applicable,4.5, 3.2,5.0,"New York, NY"
3933,Flexport,3933,1001 to 5000 Employees,2013,Company - Private,Logistics & Supply Chain,$500 million to $1 billion (USD),3.6, 2.8,4.0,"San Francisco, CA"
3934,Michrons Technology,3934,1 to 50 Employees,null,Company - Private,,Less than $1 million (USD),3.3,,,"Jaipur, India"
3935,ARCADIS US,3935,1001 to 5000 Employees,null,Company - Public,Construction,Unknown / Non-Applicable,3.7, 2.8,3.9,"Amsterdam, Netherlands"
3936,RealNetworks,3936,501 to 1000 Employees,1994,Company - Public,Computer Hardware & Software,$100 to $500 million (USD),2.5, 2.6,3.7,"Seattle, WA"
3937,Blackhawk Network,3937,1001 to 5000 Employees,2001,Company - Private,Financial Transaction Processing,$1 to $2 billion (USD),3.1, 2.6,3.4,"Pleasanton, CA"
3938,LexisNexis Risk Solutions,3938,1001 to 5000 Employees,2000,Company - Public,Consulting,$2 to $5 billion (USD),3.7, 2.8,3.9,"Alpharetta, GA"
3939,DHA Group,3939,201 to 500 Employees,null,Company - Private,IT Services,$10 to $25 million (USD),3.0, 2.3,3.5,"Washington, DC"
3940,Dollar Shave Club,3940,201 to 500 Employees,2011,Company - Private,Beauty & Personal Accessories Stores,Unknown / Non-Applicable,3.8, 2.5,4.1,"Marina del Rey, CA"
3941,SeaChange,3941,201 to 500 Employees,1993,Company - Public,Computer Hardware & Software,$100 to $500 million (USD),3.0, 2.5,3.7,"Acton, MA"
3942,Level 3 Communications,3942,,,,,,,,,
3943,AwesomenessTV,3943,201 to 500 Employees,2012,Company - Private,TV Broadcast & Cable Networks,Unknown / Non-Applicable,3.1, 2.0,3.8,"Los Angeles, CA"
3944,LegalZoom,3944,501 to 1000 Employees,2001,Company - Private,Internet,Unknown / Non-Applicable,3.2, 2.8,3.9,"Glendale, CA"
3945,Nuanza,3945,1 to 50 Employees,null,Company - Private,,Less than $1 million (USD),4.7, 3.0,4.0,"Somerset, NJ"
3946,JR Simplot,3946,5001 to 10000 Employees,1935,Company - Private,Food & Beverage Manufacturing,$2 to $5 billion (USD),4.1, 2.7,3.7,"Boise, ID"
3947,Wolfram,3947,51 to 200 Employees,null,Company - Private,Industrial Manufacturing,Less than $1 million (USD),3.6, 2.6,,"Madrid, Spain"
3948,Wiley,3948,5001 to 10000 Employees,1807,Company - Public,Publishing,$1 to $2 billion (USD),3.7, 2.8,4.0,"Hoboken, NJ"
3949,Apptio,3949,501 to 1000 Employees,2007,Company - Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,3.7, 2.9,3.8,"Bellevue, WA"
3950,GHC Elétrica,3950,,,,,,3.0,,0.0,
3951,P2 Analytics,3951,,,,,,0.0,,,
3952,Black Hills Corporation,3952,1001 to 5000 Employees,1883,Company - Public,Energy,$1 to $2 billion (USD),3.4, 2.9,4.0,"Rapid City, SD"
3953,UST,3953,10000+ Employees,1999,Company - Private,IT Services,$1 to $2 billion (USD),4.1, 2.9,3.4,"Aliso Viejo, CA"
3954,V-Soft Consulting Group,3954,501 to 1000 Employees,1997,Company - Private,Staffing & Outsourcing,$100 to $500 million (USD),3.4, 2.7,3.9,"Louisville, KY"
3955,W.D. Von Gonten&Co,3955,1 to 50 Employees,null,Company - Private,Oil & Gas Exploration & Production,$1 to $5 million (USD),4.5, 2.0,5.0,"Houston, TX"
3956,Desert Research Institute,3956,201 to 500 Employees,1959,Nonprofit Organization,Colleges & Universities,$25 to $50 million (USD),3.8, 2.7,4.0,"Reno, NV"
3957,FreightWaves,3957,51 to 200 Employees,null,Company - Private,,Less than $1 million (USD),5.0, 1.7,4.7,"Chattanooga, TN"
3958,Cynamics ,3958,1 to 50 Employees,null,Company - Private,,Less than $1 million (USD),1.0,,,"Washington, DC"
3959,Nuance,3959,5001 to 10000 Employees,1992,Company - Public,Computer Hardware & Software,$1 to $2 billion (USD),3.5, 2.6,3.1,"Burlington, MA"
3960,Pony.ai,3960,501 to 1000 Employees,2016,Company - Private,Computer Hardware & Software,Unknown / Non-Applicable,4.0, 3.0,4.0,"Fremont, CA"
3961,Windsor Circle,3961,,,,,,4.6, 2.6,4.7,
3962,Verily Life Sciences,3962,501 to 1000 Employees,2015,Company - Private,Health Care Services & Hospitals,Unknown / Non-Applicable,2.7, 3.0,4.5,"South San Francisco, CA"
3963,archents,3963,51 to 200 Employees,null,Company - Private,,Less than $1 million (USD),5.0,,0.0,"Dublin, OH"
3964,Appen,3964,1001 to 5000 Employees,1996,Company - Public,Consulting,$50 to $100 million (USD),3.7, 2.4,2.3,"Sydney, Australia"
3965,AgreeYa Solutions,3965,1001 to 5000 Employees,1999,Company - Private,IT Services,$50 to $100 million (USD),4.2, 2.8,3.9,"Folsom, CA"
3966,Mercado Libre,3966,5001 to 10000 Employees,1999,Company - Public,"Department, Clothing, & Shoe Stores",$100 to $500 million (USD),4.4, 2.9,0.0,"Buenos Aires, Argentina"
3967,Moz,3967,51 to 200 Employees,2004,Company - Private,Computer Hardware & Software,$25 to $50 million (USD),3.1, 2.6,4.4,"Seattle, WA"
3968,Life360,3968,51 to 200 Employees,2008,Company - Public,Internet,Unknown / Non-Applicable,3.9, 2.5,3.9,"San Francisco, CA"
3969,Fuelcomm,3969,,,,,,0.0,,,
3970,Space-Time Insight,3970,51 to 200 Employees,null,Company - Private,Computer Hardware & Software,Unknown / Non-Applicable,3.4,,3.3,"San Mateo, CA"
3971,Frontier Communications,3971,,,,,,2.6, 2.6,3.4,
3972,CNN,3972,5001 to 10000 Employees,1980,Subsidiary or Business Segment,Motion Picture Production & Distribution,$1 to $2 billion (USD),4.1, 2.9,4.4,"Atlanta, GA"
3973,Lytx,3973,501 to 1000 Employees,1998,Company - Private,Computer Hardware & Software,$100 to $500 million (USD),4.2, 2.8,4.0,"San Diego, CA"
3974,Moen,3974,201 to 500 Employees,null,Subsidiary or Business Segment,Wholesale,$50 to $100 million (USD),3.7, 2.7,4.0,"North Olmsted, OH"
3975,Healthesystems,3975,201 to 500 Employees,2002,Company - Private,IT Services,$100 to $500 million (USD),3.3, 2.2,3.6,"Tampa, FL"
3976,,3976,,,,,,,,,
3977,Le Tote,3977,51 to 200 Employees,2012,Company - Private,"Department, Clothing, & Shoe Stores",Unknown / Non-Applicable,2.5, 2.6,3.8,"San Francisco, CA"
3978,Sapient,3978,10000+ Employees,1990,Company - Public,Consulting,Unknown / Non-Applicable,3.5, 3.1,3.9,"Boston, MA"
3979,Volvo Cars,3979,10000+ Employees,1927,Company - Private,Industrial Manufacturing,Unknown / Non-Applicable,4.1, 2.8,4.0,"Gothenburg, Sweden"
3980,Aclima,3980,1 to 50 Employees,2008,Company - Private,Computer Hardware & Software,Unknown / Non-Applicable,4.2, 3.0,4.0,"San Francisco, CA"
3981,KeyBank,3981,10000+ Employees,1849,Company - Public,Banks & Credit Unions,$5 to $10 billion (USD),3.5, 2.7,3.7,"Cleveland, OH"
3982,axialHealthcare,3982,51 to 200 Employees,2012,Company - Private,Health Care Services & Hospitals,Unknown / Non-Applicable,4.3, 3.0,4.3,"Nashville, TN"
3983,Janssen,3983,1001 to 5000 Employees,1972,Subsidiary or Business Segment,Biotech & Pharmaceuticals,$100 to $500 million (USD),, 3.1,4.3,"Titusville, NJ"
3984,CAMP Systems,3984,501 to 1000 Employees,1968,Company - Private,Internet,$100 to $500 million (USD),3.0, 2.7,3.5,"Merrimack, NH"
3985,Eyeview,3985,51 to 200 Employees,2007,Company - Private,Internet,Unknown / Non-Applicable,, 3.1,4.2,"New York, NY"
3986,Veterans United Home Loans,3986,1001 to 5000 Employees,2002,Company - Private,Lending,Unknown / Non-Applicable,4.8, 2.7,4.3,"Columbia, MO"
3987,Amplero,3987,1 to 50 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,4.0, 4.0,4.0,"Seattle, WA"
3988,Feelmore Labs,3988,,,,,,0.0,,,
3989,Remine,3989,51 to 200 Employees,2015,Company - Private,Computer Hardware & Software,Unknown / Non-Applicable,2.1, 2.6,4.3,"Fairfax, VA"
3990,MCD Partners,3990,51 to 200 Employees,1999,Company - Private,Advertising & Marketing,$10 to $25 million (USD),, 2.9,3.8,"New York, NY"
3991,"View, Inc.",3991,501 to 1000 Employees,2011,Company - Private,Consumer Products Manufacturing,Unknown / Non-Applicable,, 2.7,3.7,"Milpitas, CA"
3992,Senzari,3992,,,,,,4.5,,4.0,
3993,Georgia-Pacific,3993,5001 to 10000 Employees,1928,Subsidiary or Business Segment,Consumer Products Manufacturing,$10+ billion (USD),, 3.0,3.6,"Atlanta, GA"
3994,GeneDx,3994,201 to 500 Employees,null,Company - Public,Biotech & Pharmaceuticals,$10 to $25 million (USD),2.7, 2.3,3.6,"Gaithersburg, MD"
3995,DOCOMO Innovations,3995,1 to 50 Employees,1999,Company - Private,Telecommunications Services,$5 to $10 million (USD),4.1,,3.0,"Tokyo, Japan"
3996,EverString,3996,51 to 200 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,, 2.5,4.4,"San Mateo, CA"
3997,Droice Labs,3997,1 to 50 Employees,2016,Unknown,Health Care Services & Hospitals,Unknown / Non-Applicable,, 4.0,,"New York, NY"
3998,Adore Me,3998,51 to 200 Employees,2011,Company - Private,"Department, Clothing, & Shoe Stores",$100 to $500 million (USD),, 2.5,3.4,"New York, NY"
3999,Zscaler,3999,1001 to 5000 Employees,2008,Company - Public,Enterprise Software & Network Solutions,Unknown / Non-Applicable,4.7, 3.2,3.6,"San Jose, CA"
4000,International Flavors & Fragrances,4000,10000+ Employees,1889,Company - Public,Chemical Manufacturing,$5 to $10 billion (USD),3.7, 2.9,3.9,"New York, NY"
4001,Nanigans,4001,51 to 200 Employees,2010,Company - Private,Internet,$25 to $50 million (USD),, 2.8,4.1,"Boston, MA"
4002,Parallon,4002,10000+ Employees,null,Company - Private,Health Care Services & Hospitals,$500 million to $1 billion (USD),, 2.7,3.2,"Nashville, TN"
4003,Kelley Blue Book,4003,201 to 500 Employees,1926,Subsidiary or Business Segment,Internet,$100 to $500 million (USD),, 2.8,4.1,"Irvine, CA"
4004,Sphere of Influence,4004,,,,,,, 4.0,,
4005,Blue Shell Games,4005,,,,,,,,,
4006,Yantriks,4006,201 to 500 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,, 3.2,5.0,"Westborough, MA"
4007,TRANZACT,4007,1001 to 5000 Employees,1989,Company - Private,Advertising & Marketing,Unknown / Non-Applicable,3.7, 2.3,2.9,"Fort Lee, NJ"
4008,Kroger,4008,10000+ Employees,null,Company - Public,Grocery Stores & Supermarkets,$10+ billion (USD),, 1.8,3.3,"Cincinnati, OH"
4009,Brocade,4009,5001 to 10000 Employees,1995,Company - Public,Enterprise Software & Network Solutions,$2 to $5 billion (USD),, 3.1,3.9,"San Jose, CA"
4010,Spreemo,4010,51 to 200 Employees,2010,Subsidiary or Business Segment,Health Care Services & Hospitals,Unknown / Non-Applicable,3.4, 2.1,3.2,"Dallas, TX"
4011,A. O. Smith,4011,10000+ Employees,1874,Company - Public,Industrial Manufacturing,$2 to $5 billion (USD),, 2.7,4.2,"Milwaukee, WI"
4012,ARInspect,4012,1 to 50 Employees,2018,Company - Private,State & Regional Agencies,Unknown / Non-Applicable,,,,"McLean, VA"
4013,Jonas Software,4013,201 to 500 Employees,null,Subsidiary or Business Segment,Computer Hardware & Software,$25 to $50 million (USD),, 2.7,0.0,"Unionville, Canada"
4014,Srijan Technologies,4014,201 to 500 Employees,2002,Company - Private,IT Services,$10 to $25 million (USD),, 2.8,5.0,"New Delhi, India"
4015,Scottfree Analytics,4015,1 to 50 Employees,null,Company - Private,Computer Hardware & Software,Unknown / Non-Applicable,,,,"Maumee, OH"
4016,Tradeshift,4016,501 to 1000 Employees,2010,Company - Private,Enterprise Software & Network Solutions,$25 to $50 million (USD),, 2.8,4.2,"San Francisco, CA"
4017,BlackLocus,4017,51 to 200 Employees,2010,Company - Private,Computer Hardware & Software,Unknown / Non-Applicable,3.7, 2.6,5.0,"Austin, TX"
4018,Cloud IQ Technologies,4018,51 to 200 Employees,2015,Company - Private,IT Services,$5 to $10 million (USD),4.8,,,"Kirkland, WA"
4019,Old Navy,4019,10000+ Employees,1994,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",$100 to $500 million (USD),, 2.0,3.3,"San Francisco, CA"
4020,DeUMBRA,4020,,,,,,,,,
4021,Capital District Physicians' Health Plan,4021,501 to 1000 Employees,1984,Nonprofit Organization,Insurance Carriers,$25 to $50 million (USD),, 2.8,3.7,"Albany, NY"
4022,Collective Health,4022,201 to 500 Employees,2013,Company - Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,, 2.9,4.5,"San Francisco, CA"
4023,Transnational Uyeno Solar,4023,,,,,,,,,
4024,Merlon Intelligence,4024,Unknown,null,Company - Private,,Less than $1 million (USD),2.0,,,"New York, NY"
4025,Nest,4025,201 to 500 Employees,2010,Subsidiary or Business Segment,Computer Hardware & Software,Unknown / Non-Applicable,, 2.9,4.5,"Palo Alto, CA"
4026,Intelligrated,4026,1001 to 5000 Employees,2001,Company - Private,Industrial Manufacturing,$10 to $25 million (USD),, 2.6,3.3,"Mason, OH"
4027,VIZIO,4027,201 to 500 Employees,2003,Company - Private,Computer Hardware & Software,$2 to $5 billion (USD),, 2.8,3.8,"Irvine, CA"
4028,Carbonite,4028,1001 to 5000 Employees,2005,Company - Public,Computer Hardware & Software,$100 to $500 million (USD),, 2.7,3.9,"Boston, MA"
4029,Cloudability,4029,51 to 200 Employees,2011,Company - Private,Computer Hardware & Software,Unknown / Non-Applicable,, 2.6,4.7,"Portland, OR"
4030,SanDisk,4030,10000+ Employees,1988,Company - Public,Consumer Products Manufacturing,$5 to $10 billion (USD),, 3.0,3.8,"Milpitas, CA"
4031,Centralized Management Services,4031,,,,,,,,,
4032,Retentioneering,4032,1 to 50 Employees,null,Company - Private,,Less than $1 million (USD),5.0,,,"Moscow, Russia"
4033,Sentry,4033,1001 to 5000 Employees,1904,Company - Private,Insurance Carriers,$2 to $5 billion (USD),4.1, 2.5,3.8,"Stevens Point, WI"
4034,Credibly,4034,51 to 200 Employees,2010,Company - Private,Lending,Unknown / Non-Applicable,3.4, 2.5,2.7,"Southfield, MI"
4035,Automatic,4035,51 to 200 Employees,2010,Company - Private,Computer Hardware & Software,Less than $1 million (USD),, 3.5,3.0,"San Francisco, CA"
4036,Kellogg Company,4036,10000+ Employees,1906,Company - Public,Food & Beverage Manufacturing,$10+ billion (USD),, 2.9,3.8,"Battle Creek, MI"
4037,Stermedia,4037,,,,,,,,,
4038,CarMax,4038,10000+ Employees,1993,Company - Public,Vehicle Dealers,$10+ billion (USD),, 2.9,3.9,"Richmond, VA"
4039,Sholom Consulting,4039,,,,,,,,,
4040,ACENSI,4040,1001 to 5000 Employees,2003,Company - Private,Consulting,$1 to $5 million (USD),, 2.3,0.0,"Paris, France"
4041,Virginia Tech Applied Research,4041,1 to 50 Employees,2012,Nonprofit Organization,Aerospace & Defense,$5 to $10 million (USD),, 3.0,4.0,"Arlington, VA"
4042,TitosLevitos,4042,,,,,,,,,
4043,OMP,4043,501 to 1000 Employees,1985,Company - Private,Enterprise Software & Network Solutions,$50 to $100 million (USD),, 3.2,4.5,"Wommelgem, Belgium"
4044,RLDatix,4044,501 to 1000 Employees,2019,Company - Private,Computer Hardware & Software,Unknown / Non-Applicable,, 3.0,0.0,"Toronto, Canada"
4045,eVerge,4045,51 to 200 Employees,null,Company - Private,IT Services,$10 to $25 million (USD),3.7, 2.4,1.0,"Plano, TX"
4046,Capital Impact Partners,4046,51 to 200 Employees,1982,Nonprofit Organization,Lending,$25 to $50 million (USD),, 2.3,4.0,"Arlington, VA"
4047,CoEfficient Labs,4047,1 to 50 Employees,null,Company - Private,,Less than $1 million (USD),, 3.0,,"Santa Monica, CA"
4048,Ambit Analytics,4048,,,,,,,,,
4049,Resonate,4049,51 to 200 Employees,2008,Company - Private,Advertising & Marketing,$10 to $25 million (USD),, 3.2,4.0,"Reston, VA"
4050,Othot,4050,1 to 50 Employees,null,Company - Private,,Less than $1 million (USD),,,,"Pittsburgh, PA"
4051,Smart Aging,4051,,,,,,,,,
4052,Learfield IMG College,4052,1001 to 5000 Employees,1972,Company - Private,Advertising & Marketing,Unknown / Non-Applicable,, 2.3,3.1,"Plano, TX"
4053,Buildium,4053,51 to 200 Employees,2004,Company - Public,Computer Hardware & Software,Unknown / Non-Applicable,, 3.2,4.4,"Boston, MA"
4054,Extensible Energy,4054,,,,,,, 5.0,,
4055,University of Illinois at Chicago,4055,5001 to 10000 Employees,1982,College / University,Colleges & Universities,Unknown / Non-Applicable,, 2.5,3.7,"Chicago, IL"
4056,Zenon (NY),4056,,,,,,,,,
4057,Sezzle,4057,51 to 200 Employees,2016,Company - Public,Internet,$10 to $25 million (USD),, 2.6,4.5,"Minneapolis, MN"
4058,Express Analytics,4058,1 to 50 Employees,null,Company - Private,Logistics & Supply Chain,Less than $1 million (USD),,,0.0,"Irvine, CA"
4059,Specific Media,4059,51 to 200 Employees,1999,Company - Private,Advertising & Marketing,$10 to $25 million (USD),, 2.5,3.8,"Irvine, CA"
4060,Vistex,4060,1001 to 5000 Employees,1999,Company - Private,Computer Hardware & Software,$100 to $500 million (USD),, 3.1,3.5,"Hoffman Estates, IL"
4061,Simplex (Israel),4061,51 to 200 Employees,2014,Company - Private,Financial Transaction Processing,$25 to $50 million (USD),, 2.8,0.0,"Tel Aviv-Yafo, Israel"
4062,Pratt & Miller Engineering,4062,201 to 500 Employees,1989,Company - Private,Aerospace & Defense,$50 to $100 million (USD),, 3.2,3.0,"New Hudson, MI"
4063,Group O,4063,1001 to 5000 Employees,1974,Company - Private,Staffing & Outsourcing,$500 million to $1 billion (USD),, 3.1,3.9,"Milan, IL"
4064,Uncommon Goods,4064,201 to 500 Employees,1999,Company - Private,"Gift, Novelty & Souvenir Stores",$10 to $25 million (USD),, 2.7,3.6,"Brooklyn, NY"
4065,Fama Technologies,4065,1 to 50 Employees,2015,Company - Private,Internet,Less than $1 million (USD),, 1.7,,"Playa Vista, CA"
4066,Cognira,4066,51 to 200 Employees,null,Company - Public,IT Services,Less than $1 million (USD),, 1.0,4.5,"Atlanta, GA"
4067,CI Financial,4067,1001 to 5000 Employees,1965,Company - Public,Investment Banking & Asset Management,$1 to $2 billion (USD),, 2.8,0.0,"Toronto, Canada"
4068,Boro,4068,1 to 50 Employees,2015,Company - Private,Lending,Less than $1 million (USD),, 2.0,4.0,"Chicago, IL"
4069,GoDataDriven,4069,1 to 50 Employees,2013,Subsidiary or Business Segment,IT Services,Unknown / Non-Applicable,,,,"Amsterdam, Netherlands"
4070,Rule14,4070,,,,,,,,0.0,
4071,One Network,4071,51 to 200 Employees,null,Company - Private,Enterprise Software & Network Solutions,$10 to $25 million (USD),, 3.5,2.5,"Dallas, TX"
4072,University of North Texas Health Science Center,4072,1001 to 5000 Employees,2001,College / University,Colleges & Universities,Less than $1 million (USD),, 2.8,3.9,"Fort Worth, TX"
